45, 47, 13, 17, 36, 39, 16, 26, 19, 24, 5, 20, 23, 10, 53, 16, 14, 17, 23, 18, 36, 199, 33, 49, 11, 50, 16, 25, 89, 199, 14, 20, 24, 21, 125, 34, 26, 10, 18, 19, 7, 9, 40, 199, 30, 23, 40, 21, 14, 4, 63, 20, 29, 16, 26, 28, 14, 45, 31, 51, 28, 43, 32, 18, 32, 13, 8, 25, 25, 199, 19, 9, 31, 66, 19, 56, 22, 22, 27, 21, 15, 17, 14, 11, 17, 20, 15, 38, 16, 24, 6, 20, 20, 139, 27, 199, 20, 4, 199, 11







